Pair,Pair_Name,Mean,Median,StdDev,Min,Max,Range,Pct_Mean,Pct_Median,Pct_StdDev,Normal_Distribution,Normality_PValue,Threshold_95_Pct,Threshold_Price_Up,Threshold_Price_Down,Confidence,Data_Points
POPCATUSD,POPCAT/USD,0.14915991678224688,0.1494,0.0015158200911126432,0.145,0.1525,0.007500000000000007,0.003075875296431421,0.0,0.13195625934444466,False,7.244405310878235e-45,0.2170487317816589,0.14948366648994932,0.14883616707454445,low,721
TRUMPUSD,TRUMP/USD,5.831012482662968,5.828,0.04155834064661449,5.758,6.0,0.242,0.0019109377881216367,0.0,0.09824719019093299,False,2.1086798418778767e-41,0.16160224712334723,5.840435529864993,5.821589435460941,low,721
ATHUSD,ATH/USD,0.029284563106796117,0.02923,0.00019392971012801124,0.02898,0.03008,0.0011000000000000003,-0.0012361102287375021,0.0,0.1664153847051537,False,5.966680638276158e-40,0.27372894911279666,0.029364723433640622,0.02920440277995161,low,721
NANOUSD,NANO/USD,0.6735311941747573,0.673762,0.005801516262152653,0.665933,0.685223,0.01929000000000003,-0.001328620135575378,0.0,0.12729772992949653,False,2.6675395990470994e-47,0.20938613277722135,0.674941475095288,0.6721209132542265,low,721
RAYUSD,RAY/USD,1.7647822468793342,1.769,0.015144709965678491,1.728,1.802,0.07400000000000007,0.0020682208913886395,0.0,0.1320932654392289,False,8.7386584822917e-46,0.2172740867535792,1.7686166613894305,1.7609478323692378,low,721
RENDERUSD,RENDER/USD,2.4504160887656035,2.451,0.0233014416986708,2.397,2.509,0.1120000000000001,0.0020724701217188597,0.0,0.12239694828636682,False,3.50350421384857e-36,0.20132506431662225,2.455349390532336,2.445482786998871,low,721
SUPERUSD,SUPER/USD,0.38414119278779474,0.3838,0.003196171010887373,0.3787,0.3907,0.01200000000000001,0.0009665051156162593,0.0,0.10730132196867459,False,3.306567878695858e-48,0.1764949686168621,0.38481918266545,0.3834632029101395,low,721
TONUSD,TON/USD,2.126152565880721,2.125,0.009005493520401881,2.109,2.147,0.03799999999999981,0.0007498623299782049,0.0,0.07716156180206443,False,3.864889285151597e-36,0.12691947479136587,2.1288510675506003,2.123454064210842,low,721
TRXUSD,TRX/USD,0.3171132926490985,0.316156,0.002892244368145764,0.313071,0.32287,0.009799000000000002,-0.0033145564855259443,0.0,0.04793762475359424,False,1.3658796670018654e-27,0.07885037594338816,0.3173633376725188,0.31686324762567825,low,721
WALUSD,WAL/USD,0.2572698751733703,0.25597,0.005996621373829047,0.2405,0.27354,0.033040000000000014,0.0028826489562913974,0.0,0.3967391211627367,False,3.1871619132698177e-38,0.652577782398067,0.25894876121955496,0.25559098912718564,low,721
